Year,Quarter,Month number,Region,Offence category,Offence type,Alcohol involvement,DV involvement,Total_population,Aboriginal,Non-Aboriginal,Male,Female,Pop_age_0,Pop_age_10,Pop_age_15,Pop_age_20,Pop_age_25,Pop_age_30,Pop_age_35,Pop_age_40,Pop_age_45,Pop_age_5,Pop_age_50,Pop_age_55,Pop_age_60,Pop_age_65,Pop_age_70,Pop_age_75,Pop_age_80,Pop_age_85plus,Cask Wine PAC,Bottled Wine PAC,Fortified Wine PAC,Cider PAC,Standard Spirits PAC,Mixed Spirits PAC,Full-Strength Beer PAC,Mid-Strength Beer PAC,Low-Strength Beer PAC,Total PAC,Number of offences,Region_Barkly,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Top End
2024,1,1,Barkly,02 Assault,021 Serious Assault,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,2,True,False,False,False,False
2024,1,1,Barkly,02 Assault,021 Serious Assault,0,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,12,True,False,False,False,False
2024,1,1,Barkly,02 Assault,021 Serious Assault,1,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,5,True,False,False,False,False
2024,1,1,Barkly,02 Assault,021 Serious Assault,1,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,22,True,False,False,False,False
2024,1,1,Barkly,02 Assault,023 Common Assault,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,1,True,False,False,False,False
2024,1,1,Barkly,02 Assault,023 Common Assault,0,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,2,True,False,False,False,False
2024,1,1,Barkly,02 Assault,023 Common Assault,1,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,3,True,False,False,False,False
2024,1,1,Barkly,02 Assault,023 Common Assault,1,1,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,4,True,False,False,False,False
2024,1,1,Barkly,03 Sexual offences,031 Sexual assault of an adult,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,3,True,False,False,False,False
2024,1,1,Barkly,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,1,True,False,False,False,False
2024,1,1,Barkly,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,4,True,False,False,False,False
2024,1,1,Barkly,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,8,True,False,False,False,False
2024,1,1,Barkly,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,2,True,False,False,False,False
2024,1,1,Barkly,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,14,True,False,False,False,False
2024,1,1,Barkly,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,11,True,False,False,False,False
2024,1,1,Barkly,07 Theft,07* Other theft,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,23,True,False,False,False,False
2024,1,1,Barkly,07 Theft,071 Motor vehicle theft and related offences,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,2,True,False,False,False,False
2024,1,1,Barkly,11 Property damage offences,11 Property damage offences,0,0,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,34,True,False,False,False,False
2024,1,1,Big Rivers,01 Homicide,0132 Driving causing death,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,021 Serious Assault,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,7,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,021 Serious Assault,0,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,29,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,021 Serious Assault,1,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,6,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,021 Serious Assault,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,44,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,022 Assault of a prescribed officer,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,022 Assault of a prescribed officer,1,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,022 Assault of a prescribed officer,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,023 Common Assault,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,7,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,023 Common Assault,0,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,12,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,023 Common Assault,1,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,2,False,True,False,False,False
2024,1,1,Big Rivers,02 Assault,023 Common Assault,1,1,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,5,False,True,False,False,False
2024,1,1,Big Rivers,03 Sexual offences,031 Sexual assault of an adult,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,03 Sexual offences,032 Sexual assault of a child,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,2,False,True,False,False,False
2024,1,1,Big Rivers,03 Sexual offences,"033, 034 Other child-related sexual offences",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,7,False,True,False,False,False
2024,1,1,Big Rivers,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,2,False,True,False,False,False
2024,1,1,Big Rivers,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,4,False,True,False,False,False
2024,1,1,Big Rivers,"05 Robbery, blackmail, and extortion",052 Blackmail or other extortion,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,1,False,True,False,False,False
2024,1,1,Big Rivers,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,7,False,True,False,False,False
2024,1,1,Big Rivers,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,42,False,True,False,False,False
2024,1,1,Big Rivers,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,42,False,True,False,False,False
2024,1,1,Big Rivers,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,5,False,True,False,False,False
2024,1,1,Big Rivers,07 Theft,07* Other theft,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,49,False,True,False,False,False
2024,1,1,Big Rivers,07 Theft,071 Motor vehicle theft and related offences,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,3,False,True,False,False,False
2024,1,1,Big Rivers,11 Property damage offences,11 Property damage offences,0,0,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,81,False,True,False,False,False
2024,1,1,Central Australia,01 Homicide,0110 Murder,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,1,False,False,True,False,False
2024,1,1,Central Australia,01 Homicide,0132 Driving causing death,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,2,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,021 Serious Assault,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,30,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,021 Serious Assault,0,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,72,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,021 Serious Assault,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,21,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,021 Serious Assault,1,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,61,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,022 Assault of a prescribed officer,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,5,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,022 Assault of a prescribed officer,0,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,1,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,022 Assault of a prescribed officer,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,6,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,023 Common Assault,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,21,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,023 Common Assault,0,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,10,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,023 Common Assault,1,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,8,False,False,True,False,False
2024,1,1,Central Australia,02 Assault,023 Common Assault,1,1,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,8,False,False,True,False,False
2024,1,1,Central Australia,03 Sexual offences,031 Sexual assault of an adult,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,3,False,False,True,False,False
2024,1,1,Central Australia,03 Sexual offences,032 Sexual assault of a child,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,2,False,False,True,False,False
2024,1,1,Central Australia,03 Sexual offences,"035, 039 Other sexual offences",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,2,False,False,True,False,False
2024,1,1,Central Australia,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,1,False,False,True,False,False
2024,1,1,Central Australia,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,13,False,False,True,False,False
2024,1,1,Central Australia,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,2,False,False,True,False,False
2024,1,1,Central Australia,"05 Robbery, blackmail, and extortion",051 Robbery,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,3,False,False,True,False,False
2024,1,1,Central Australia,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,34,False,False,True,False,False
2024,1,1,Central Australia,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,175,False,False,True,False,False
2024,1,1,Central Australia,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,47,False,False,True,False,False
2024,1,1,Central Australia,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,12,False,False,True,False,False
2024,1,1,Central Australia,07 Theft,07* Other theft,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,143,False,False,True,False,False
2024,1,1,Central Australia,07 Theft,071 Motor vehicle theft and related offences,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,13,False,False,True,False,False
2024,1,1,Central Australia,11 Property damage offences,11 Property damage offences,0,0,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,288,False,False,True,False,False
2024,1,1,East Arnhem,02 Assault,021 Serious Assault,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,8,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,021 Serious Assault,0,1,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,28,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,021 Serious Assault,1,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,021 Serious Assault,1,1,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,6,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,022 Assault of a prescribed officer,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,022 Assault of a prescribed officer,0,1,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,023 Common Assault,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,023 Common Assault,0,1,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,6,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,023 Common Assault,1,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,02 Assault,023 Common Assault,1,1,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,03 Sexual offences,031 Sexual assault of an adult,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,03 Sexual offences,"035, 039 Other sexual offences",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,04 Harm or endanger persons,"044 Acts that threaten, harass or control",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,3,False,False,False,True,False
2024,1,1,East Arnhem,04 Harm or endanger persons,049 Other acts that harm or endanger persons,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,1,False,False,False,True,False
2024,1,1,East Arnhem,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,26,False,False,False,True,False
2024,1,1,East Arnhem,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,28,False,False,False,True,False
2024,1,1,East Arnhem,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,07 Theft,07* Other theft,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,12,False,False,False,True,False
2024,1,1,East Arnhem,07 Theft,071 Motor vehicle theft and related offences,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,2,False,False,False,True,False
2024,1,1,East Arnhem,11 Property damage offences,11 Property damage offences,0,0,15176,10563,4613,7640,7536,1113,1268,1377,1309,1287,1448,1423,1154,943,1234,803,700,532,312,154,77,29,13,14,1007,29,238,2153,1434,3463,1586,56,9980,31,False,False,False,True,False
2024,1,1,Greater Darwin,01 Homicide,0132 Driving causing death,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,2,False,False,False,False,False
2024,1,1,Greater Darwin,02 Assault,021 Serious Assault,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,84,False,False,False,False,False
2024,1,1,Greater Darwin,02 Assault,021 Serious Assault,0,1,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,59,False,False,False,False,False
2024,1,1,Greater Darwin,02 Assault,021 Serious Assault,1,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,36,False,False,False,False,False
2024,1,1,Greater Darwin,02 Assault,021 Serious Assault,1,1,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,78,False,False,False,False,False
2024,1,1,Greater Darwin,02 Assault,022 Assault of a prescribed officer,0,0,155832,20336,135496,81073,74759,10096,9831,8315,10454,14285,15440,13585,11784,9891,10248,9553,8431,7368,5895,4712,3199,1662,1083,5961,44222,633,6928,54917,26966,71388,45569,1941,258525,5,False,False,False,False,False
