,region,Year,Month number,Alcohol involvement,DV involvement,Total_population,Aboriginal,Non-Aboriginal,Male,Female,Pop_age_0,Pop_age_10,Pop_age_15,Pop_age_20,Pop_age_25,Pop_age_30,Pop_age_35,Pop_age_40,Pop_age_45,Pop_age_5,Pop_age_50,Pop_age_55,Pop_age_60,Pop_age_65,Pop_age_70,Pop_age_75,Pop_age_80,Pop_age_85plus,Cask Wine PAC,Bottled Wine PAC,Fortified Wine PAC,Cider PAC,Standard Spirits PAC,Mixed Spirits PAC,Full-Strength Beer PAC,Mid-Strength Beer PAC,Low-Strength Beer PAC,Total PAC,Number of offences,assault_rate,sin_month,cos_month,pct_aboriginal,pct_male,pct_youth,pct_senior,alcohol_per_capita,full-strength_beer_pac_per_capita,mid-strength_beer_pac_per_capita,low-strength_beer_pac_per_capita,cask_wine_pac_per_capita,bottled_wine_pac_per_capita,fortified_wine_pac_per_capita,beer_per_capita,wine_per_capita,assault_rate_lag1,assault_rate_lag3
0,Barkly,2024,1,4,4,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,153,20.47918618658814,0.49999999999999994,0.8660254037844387,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.5961718645428993,0.5388836835764957,0.31414803908445993,0.001204658010975773,0.0995850622406639,0.04470619729621202,0.00040155267032525766,0.8542363806719314,0.14469281220720118,,
1,Barkly,2024,2,5,5,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,145,19.408379065720787,0.8660254037844386,0.5000000000000001,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.5961718645428993,0.5388836835764957,0.31414803908445993,0.001204658010975773,0.0995850622406639,0.04470619729621202,0.00040155267032525766,0.8542363806719314,0.14469281220720118,20.47918618658814,
2,Barkly,2024,3,2,3,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,334,3,402,3167,892,4026,2347,9,11925,147,19.676080845937623,1.0,6.123233995736766e-17,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.5961718645428993,0.5388836835764957,0.31414803908445993,0.001204658010975773,0.0995850622406639,0.04470619729621202,0.00040155267032525766,0.8542363806719314,0.14469281220720118,19.408379065720787,
3,Barkly,2024,4,4,3,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,129,17.26676482398608,0.8660254037844387,-0.4999999999999998,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.7032525766296347,0.5332619461919422,0.3399812608753848,0.00040155267032525766,0.10989158077901218,0.05541426850488556,0.0005354035604336768,0.8736447597376522,0.1658412528443314,19.676080845937623,20.47918618658814
4,Barkly,2024,5,4,4,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,163,21.817695087672334,0.49999999999999994,-0.8660254037844387,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.7032525766296347,0.5332619461919422,0.3399812608753848,0.00040155267032525766,0.10989158077901218,0.05541426850488556,0.0005354035604336768,0.8736447597376522,0.1658412528443314,17.26676482398608,19.408379065720787
5,Barkly,2024,6,5,5,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,821,414,4,430,3433,1094,3984,2540,3,12725,176,23.557756659081782,1.2246467991473532e-16,-1.0,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.7032525766296347,0.5332619461919422,0.3399812608753848,0.00040155267032525766,0.10989158077901218,0.05541426850488556,0.0005354035604336768,0.8736447597376522,0.1658412528443314,21.817695087672334,19.676080845937623
6,Barkly,2024,7,5,5,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,491,3,519,4038,1275,4896,2824,7,14798,179,23.95930932940704,-0.4999999999999997,-0.8660254037844388,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.9807254718243876,0.6553339579708205,0.3779949136661759,0.0009369562307589345,0.0995850622406639,0.06572078704323384,0.00040155267032525766,1.0342658278677552,0.16570740195422298,23.557756659081782,17.26676482398608
7,Barkly,2024,8,6,5,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,491,3,519,4038,1275,4896,2824,7,14798,142,19.006826395395528,-0.8660254037844385,-0.5000000000000004,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.9807254718243876,0.6553339579708205,0.3779949136661759,0.0009369562307589345,0.0995850622406639,0.06572078704323384,0.00040155267032525766,1.0342658278677552,0.16570740195422298,23.95930932940704,21.817695087672334
8,Barkly,2024,9,5,4,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,744,491,3,519,4038,1275,4896,2824,7,14798,158,21.14844063713024,-1.0,-1.8369701987210297e-16,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.9807254718243876,0.6553339579708205,0.3779949136661759,0.0009369562307589345,0.0995850622406639,0.06572078704323384,0.00040155267032525766,1.0342658278677552,0.16570740195422298,19.006826395395528,23.557756659081782
9,Barkly,2024,10,5,5,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,678,374,4,614,3512,1277,4568,2516,9,13550,162,21.683844197563914,-0.8660254037844386,0.5000000000000001,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.8136795609690803,0.611430866015259,0.33676883951278275,0.001204658010975773,0.09075090349350823,0.05006023290054879,0.0005354035604336768,0.9494043635390176,0.1413465399544907,21.14844063713024,23.95930932940704
10,Barkly,2024,11,5,4,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,678,374,4,614,3512,1277,4568,2516,9,13550,174,23.290054878864943,-0.5000000000000004,0.8660254037844384,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.8136795609690803,0.611430866015259,0.33676883951278275,0.001204658010975773,0.09075090349350823,0.05006023290054879,0.0005354035604336768,0.9494043635390176,0.1413465399544907,21.683844197563914,19.006826395395528
11,Barkly,2024,12,4,4,7471,5344,2127,3779,3692,628,541,568,587,731,691,562,431,404,627,425,384,353,259,131,91,45,13,678,374,4,614,3512,1277,4568,2516,9,13550,220,29.44719582385223,-2.4492935982947064e-16,1.0,0.7152991567393924,0.5058225137197162,0.1545977780752242,0.07214562976843795,1.8136795609690803,0.611430866015259,0.33676883951278275,0.001204658010975773,0.09075090349350823,0.05006023290054879,0.0005354035604336768,0.9494043635390176,0.1413465399544907,23.290054878864943,21.14844063713024
12,Barkly,2025,1,4,5,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,520,264,0,402,2697,755,3415,1879,7,9939,177,23.4375,0.49999999999999994,0.8660254037844387,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.3160752118644068,0.452198093220339,0.2488082627118644,0.000926906779661017,0.06885593220338983,0.034957627118644065,0.0,0.7019332627118644,0.1038135593220339,29.44719582385223,21.683844197563914
13,Barkly,2025,2,5,5,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,520,264,0,402,2697,755,3415,1879,7,9939,144,19.06779661016949,0.8660254037844386,0.5000000000000001,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.3160752118644068,0.452198093220339,0.2488082627118644,0.000926906779661017,0.06885593220338983,0.034957627118644065,0.0,0.7019332627118644,0.1038135593220339,23.4375,23.290054878864943
14,Barkly,2025,3,5,5,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,520,264,0,402,2697,755,3415,1879,7,9939,202,26.747881355932204,1.0,6.123233995736766e-17,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.3160752118644068,0.452198093220339,0.2488082627118644,0.000926906779661017,0.06885593220338983,0.034957627118644065,0.0,0.7019332627118644,0.1038135593220339,19.06779661016949,29.44719582385223
15,Barkly,2025,4,4,4,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,120,15.889830508474576,0.8660254037844387,-0.4999999999999998,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.5129766949152542,0.2786016949152542,0.00039724576271186443,0.08077330508474577,0.05905720338983051,0.00013241525423728814,0.7919756355932204,0.13996292372881355,26.747881355932204,23.4375
16,Barkly,2025,5,5,4,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,178,23.569915254237287,0.49999999999999994,-0.8660254037844387,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.5129766949152542,0.2786016949152542,0.00039724576271186443,0.08077330508474577,0.05905720338983051,0.00013241525423728814,0.7919756355932204,0.13996292372881355,15.889830508474576,19.06779661016949
17,Barkly,2025,6,3,5,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,138,18.27330508474576,1.2246467991473532e-16,-1.0,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.5129766949152542,0.2786016949152542,0.00039724576271186443,0.08077330508474577,0.05905720338983051,0.00013241525423728814,0.7919756355932204,0.13996292372881355,23.569915254237287,26.747881355932204
18,Barkly,2025,7,6,5,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,151,19.99470338983051,-0.4999999999999997,-0.8660254037844388,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,0.6483050847457628,0.3739406779661017,0.000926906779661017,0.09851694915254237,0.06501588983050847,0.00039724576271186443,1.0231726694915255,0.1639300847457627,18.27330508474576,15.889830508474576
19,Barkly,2025,8,4,3,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,173,22.907838983050848,-0.8660254037844385,-0.5000000000000004,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,0.6483050847457628,0.3739406779661017,0.000926906779661017,0.09851694915254237,0.06501588983050847,0.00039724576271186443,1.0231726694915255,0.1639300847457627,19.99470338983051,23.569915254237287
20,Barkly,2025,9,2,3,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,217,28.734110169491526,-1.0,-1.8369701987210297e-16,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,0.6483050847457628,0.3739406779661017,0.000926906779661017,0.09851694915254237,0.06501588983050847,0.00039724576271186443,1.0231726694915255,0.1639300847457627,22.907838983050848,18.27330508474576
21,Barkly,2025,10,4,3,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,209,27.674788135593218,-0.8660254037844386,0.5000000000000001,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.6048728813559322,0.3331567796610169,0.0011917372881355933,0.08977754237288135,0.04952330508474576,0.0005296610169491525,0.9392213983050848,0.13983050847457626,28.734110169491526,19.99470338983051
22,Barkly,2025,11,4,3,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,158,20.921610169491526,-0.5000000000000004,0.8660254037844384,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.6048728813559322,0.3331567796610169,0.0011917372881355933,0.08977754237288135,0.04952330508474576,0.0005296610169491525,0.9392213983050848,0.13983050847457626,27.674788135593218,22.907838983050848
23,Barkly,2025,12,4,3,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,141,18.670550847457626,-2.4492935982947064e-16,1.0,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.6048728813559322,0.3331567796610169,0.0011917372881355933,0.08977754237288135,0.04952330508474576,0.0005296610169491525,0.9392213983050848,0.13983050847457626,20.921610169491526,28.734110169491526
24,Big Rivers,2024,1,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,363,15.953940139761789,0.49999999999999994,0.8660254037844387,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.43559091108864767,0.30180635520590693,0.012657671515844064,0.0027688656440908893,0.08908715334241639,0.00087900496637806,0.7500549378103987,0.09273502395288534,,
25,Big Rivers,2024,2,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,252,11.075462576363558,0.8660254037844386,0.5000000000000001,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.43559091108864767,0.30180635520590693,0.012657671515844064,0.0027688656440908893,0.08908715334241639,0.00087900496637806,0.7500549378103987,0.09273502395288534,15.953940139761789,
26,Big Rivers,2024,3,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,232,10.196457609985497,1.0,6.123233995736766e-17,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.43559091108864767,0.30180635520590693,0.012657671515844064,0.0027688656440908893,0.08908715334241639,0.00087900496637806,0.7500549378103987,0.09273502395288534,11.075462576363558,
27,Big Rivers,2024,4,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,269,11.822616797784907,0.8660254037844387,-0.4999999999999998,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,0.5334681140948446,0.45369841339603567,0.013712477475497737,0.008174746187315958,0.18327253548982553,0.0016701094361183141,1.000879004966378,0.1931173911132598,10.196457609985497,15.953940139761789
28,Big Rivers,2024,5,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,363,15.953940139761789,0.49999999999999994,-0.8660254037844387,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,0.5334681140948446,0.45369841339603567,0.013712477475497737,0.008174746187315958,0.18327253548982553,0.0016701094361183141,1.000879004966378,0.1931173911132598,11.822616797784907,11.075462576363558
29,Big Rivers,2024,6,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,363,15.953940139761789,1.2246467991473532e-16,-1.0,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,0.5334681140948446,0.45369841339603567,0.013712477475497737,0.008174746187315958,0.18327253548982553,0.0016701094361183141,1.000879004966378,0.1931173911132598,15.953940139761789,10.196457609985497
30,Big Rivers,2024,7,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,314,13.800377972135543,-0.4999999999999997,-0.8660254037844388,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,0.6394761130400387,0.5203709400958115,0.013360875488946513,0.010899661583087944,0.21768557992352658,0.003823671603744561,1.1732079286247967,0.23240891311035908,15.953940139761789,11.822616797784907
31,Big Rivers,2024,8,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,358,15.734188898167277,-0.8660254037844385,-0.5000000000000004,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,0.6394761130400387,0.5203709400958115,0.013360875488946513,0.010899661583087944,0.21768557992352658,0.003823671603744561,1.1732079286247967,0.23240891311035908,13.800377972135543,15.953940139761789
32,Big Rivers,2024,9,4,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,298,13.097173999033094,-1.0,-1.8369701987210297e-16,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,0.6394761130400387,0.5203709400958115,0.013360875488946513,0.010899661583087944,0.21768557992352658,0.003823671603744561,1.1732079286247967,0.23240891311035908,15.734188898167277,15.953940139761789
33,Big Rivers,2024,10,6,6,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,316,13.888278468773349,-0.8660254037844386,0.5000000000000001,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,0.5748692480112513,0.42662506043159143,0.01199841779106052,0.004658726321803718,0.12376389926603085,0.0033402188722366282,1.0134927262339033,0.1317628444600712,13.097173999033094,13.800377972135543
34,Big Rivers,2024,11,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,299,13.141124247351996,-0.5000000000000004,0.8660254037844384,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,0.5748692480112513,0.42662506043159143,0.01199841779106052,0.004658726321803718,0.12376389926603085,0.0033402188722366282,1.0134927262339033,0.1317628444600712,13.888278468773349,15.734188898167277
35,Big Rivers,2024,12,5,3,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,340,14.94308442842702,-2.4492935982947064e-16,1.0,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,0.5748692480112513,0.42662506043159143,0.01199841779106052,0.004658726321803718,0.12376389926603085,0.0033402188722366282,1.0134927262339033,0.1317628444600712,13.141124247351996,13.097173999033094
36,Big Rivers,2025,1,5,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,317,13.76166702843499,0.49999999999999994,0.8660254037844387,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.44771000651182985,0.33844150206207946,0.009333622747992185,0.0045582808769264165,0.09989146950293032,0.0006511829824180595,0.7954851313219015,0.1051009333622748,14.94308442842702,13.888278468773349
37,Big Rivers,2025,2,4,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,246,10.679400911656176,0.8660254037844386,0.5000000000000001,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.44771000651182985,0.33844150206207946,0.009333622747992185,0.0045582808769264165,0.09989146950293032,0.0006511829824180595,0.7954851313219015,0.1051009333622748,13.76166702843499,13.141124247351996
38,Big Rivers,2025,3,6,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,326,14.152376817885827,1.0,6.123233995736766e-17,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.44771000651182985,0.33844150206207946,0.009333622747992185,0.0045582808769264165,0.09989146950293032,0.0006511829824180595,0.7954851313219015,0.1051009333622748,10.679400911656176,14.94308442842702
39,Big Rivers,2025,4,4,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,407,17.668764922943346,0.8660254037844387,-0.4999999999999998,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.48764922943347083,0.4445843281962231,0.01172129368352507,0.022487518992836988,0.2477100065118298,0.00342956370740178,0.943954851313219,0.2736270892120686,14.152376817885827,13.76166702843499
40,Big Rivers,2025,5,6,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,317,13.76166702843499,0.49999999999999994,-0.8660254037844387,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.48764922943347083,0.4445843281962231,0.01172129368352507,0.022487518992836988,0.2477100065118298,0.00342956370740178,0.943954851313219,0.2736270892120686,17.668764922943346,10.679400911656176
41,Big Rivers,2025,6,4,4,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,322,13.978728022574343,1.2246467991473532e-16,-1.0,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.48764922943347083,0.4445843281962231,0.01172129368352507,0.022487518992836988,0.2477100065118298,0.00342956370740178,0.943954851313219,0.2736270892120686,13.76166702843499,14.152376817885827
42,Big Rivers,2025,7,6,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,248,4953,87,1376,12867,5934,14550,11840,304,52159,295,12.806598654221837,-0.4999999999999997,-0.8660254037844388,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.2643368786629043,0.6316474929455177,0.5140004341219883,0.013197308443672673,0.010766225309311917,0.21502062079444323,0.003776861298024745,1.1588452355111787,0.2295637074017799,13.978728022574343,17.668764922943346
43,Big Rivers,2025,8,4,4,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,248,4953,87,1376,12867,5934,14550,11840,304,52159,303,13.1538962448448,-0.8660254037844385,-0.5000000000000004,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.2643368786629043,0.6316474929455177,0.5140004341219883,0.013197308443672673,0.010766225309311917,0.21502062079444323,0.003776861298024745,1.1588452355111787,0.2295637074017799,12.806598654221837,13.76166702843499
44,Big Rivers,2025,9,5,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,248,4953,87,1376,12867,5934,14550,11840,304,52159,326,14.152376817885827,-1.0,-1.8369701987210297e-16,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.2643368786629043,0.6316474929455177,0.5140004341219883,0.013197308443672673,0.010766225309311917,0.21502062079444323,0.003776861298024745,1.1588452355111787,0.2295637074017799,13.1538962448448,13.978728022574343
45,Big Rivers,2025,10,5,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,106,2816,76,1072,11825,4813,13080,9707,273,43769,319,13.848491426090732,-0.8660254037844386,0.5000000000000001,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.9001085304970697,0.5678315606685479,0.42140221402214023,0.011851530280008682,0.004601693075754287,0.12224875189928369,0.003299327110918168,1.0010853049706967,0.13014977208595616,14.152376817885827,12.806598654221837
46,Big Rivers,2025,11,4,4,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,106,2816,76,1072,11825,4813,13080,9707,273,43769,275,11.938354677664424,-0.5000000000000004,0.8660254037844384,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.9001085304970697,0.5678315606685479,0.42140221402214023,0.011851530280008682,0.004601693075754287,0.12224875189928369,0.003299327110918168,1.0010853049706967,0.13014977208595616,13.848491426090732,13.1538962448448
47,Big Rivers,2025,12,3,3,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,106,2816,76,1072,11825,4813,13080,9707,273,43769,302,13.11048404601693,-2.4492935982947064e-16,1.0,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.9001085304970697,0.5678315606685479,0.42140221402214023,0.011851530280008682,0.004601693075754287,0.12224875189928369,0.003299327110918168,1.0010853049706967,0.13014977208595616,11.938354677664424,14.152376817885827
48,Central Australia,2024,1,5,5,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,984,23.765819727562555,0.49999999999999994,0.8660254037844387,0.416747174186069,0.49444498116124047,0.12585740508163462,0.08750362283837311,1.4266495990725534,0.44186552023959036,0.245507680417351,0.005965607187711332,0.00024152255820693652,0.16039513090522656,0.0010868515119312144,0.6933388078446527,0.1617235049753647,,
49,Central Australia,2024,2,6,5,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,616,14.87778958554729,0.8660254037844386,0.5000000000000001,0.416747174186069,0.49444498116124047,0.12585740508163462,0.08750362283837311,1.4266495990725534,0.44186552023959036,0.245507680417351,0.005965607187711332,0.00024152255820693652,0.16039513090522656,0.0010868515119312144,0.6933388078446527,0.1617235049753647,23.765819727562555,
50,Central Australia,2024,3,5,4,41404,17255,24149,20472,20932,2858,2788,2491,2720,3845,4262,3641,3020,2504,2808,2475,2322,2047,1473,913,569,411,257,10,6641,45,1757,14921,6989,18295,10165,247,59069,684,16.520142981354457,1.0,6.123233995736766e-17,0.416747174186069,0.49444498116124047,0.12585740508163462,0.08750362283837311,1.4266495990725534,0.44186552023959036,0.245507680417351,0.005965607187711332,0.00024152255820693652,0.16039513090522656,0.0010868515119312144,0.6933388078446527,0.1617235049753647,14.87778958554729,
