,region,Year,Month number,Alcohol involvement,DV involvement,Total_population,Aboriginal,Non-Aboriginal,Male,Female,Pop_age_0,Pop_age_10,Pop_age_15,Pop_age_20,Pop_age_25,Pop_age_30,Pop_age_35,Pop_age_40,Pop_age_45,Pop_age_5,Pop_age_50,Pop_age_55,Pop_age_60,Pop_age_65,Pop_age_70,Pop_age_75,Pop_age_80,Pop_age_85plus,Cask Wine PAC,Bottled Wine PAC,Fortified Wine PAC,Cider PAC,Standard Spirits PAC,Mixed Spirits PAC,Full-Strength Beer PAC,Mid-Strength Beer PAC,Low-Strength Beer PAC,Total PAC,Number of offences,assault_rate,sin_month,cos_month,pct_aboriginal,pct_male,pct_youth,pct_senior,alcohol_per_capita,beer_per_capita,wine_per_capita,assault_rate_lag1,assault_rate_lag3
13,Barkly,2025,2,11,10,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,520,264,0,402,2697,755,3415,1879,7,9939,1327,175.71504237288136,0.8660254037844386,0.5000000000000001,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.3160752118644068,0.7019332627118644,0.1038135593220339,189.35381355932205,188.99745683308794
14,Barkly,2025,3,11,11,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,520,264,0,402,2697,755,3415,1879,7,9939,1435,190.01588983050846,1.0,6.123233995736766e-17,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.3160752118644068,0.7019332627118644,0.1038135593220339,175.71504237288136,195.42229955829208
15,Barkly,2025,4,10,10,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,1312,173.72881355932205,0.8660254037844387,-0.4999999999999998,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.7919756355932204,0.13996292372881355,190.01588983050846,189.35381355932205
16,Barkly,2025,5,11,10,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,1468,194.385593220339,0.49999999999999994,-0.8660254037844387,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.7919756355932204,0.13996292372881355,173.72881355932205,175.71504237288136
17,Barkly,2025,6,9,10,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,610,446,1,409,3269,933,3874,2104,3,11650,1357,179.6875,1.2246467991473532e-16,-1.0,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.5426377118644068,0.7919756355932204,0.13996292372881355,194.385593220339,190.01588983050846
18,Barkly,2025,7,12,10,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,1226,162.34110169491524,-0.4999999999999997,-0.8660254037844388,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,1.0231726694915255,0.1639300847457627,179.6875,173.72881355932205
19,Barkly,2025,8,10,9,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,1158,153.33686440677965,-0.8660254037844385,-0.5000000000000004,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,1.0231726694915255,0.1639300847457627,162.34110169491524,194.385593220339
20,Barkly,2025,9,8,8,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,744,491,3,519,4038,1275,4896,2824,7,14798,1282,169.7563559322034,-1.0,-1.8369701987210297e-16,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.95948093220339,1.0231726694915255,0.1639300847457627,153.33686440677965,179.6875
21,Barkly,2025,10,10,8,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,1250,165.51906779661016,-0.8660254037844386,0.5000000000000001,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.9392213983050848,0.13983050847457626,169.7563559322034,162.34110169491524
22,Barkly,2025,11,10,8,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,1121,148.4375,-0.5000000000000004,0.8660254037844384,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.9392213983050848,0.13983050847457626,165.51906779661016,153.33686440677965
23,Barkly,2025,12,10,9,7552,5402,2150,3836,3716,630,551,582,586,731,693,580,444,412,623,417,393,355,262,133,99,47,14,678,374,4,614,3512,1277,4568,2516,9,13550,1248,165.25423728813558,-2.4492935982947064e-16,1.0,0.7153072033898306,0.5079449152542372,0.15466101694915255,0.07349046610169492,1.7942266949152543,0.9392213983050848,0.13983050847457626,148.4375,169.7563559322034
24,Big Rivers,2024,1,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,363,15.953940139761789,0.49999999999999994,0.8660254037844387,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.7500549378103987,0.09273502395288534,,
25,Big Rivers,2024,2,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,252,11.075462576363558,0.8660254037844386,0.5000000000000001,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.7500549378103987,0.09273502395288534,15.953940139761789,
26,Big Rivers,2024,3,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,63,2027,20,858,7822,3713,9911,6867,288,31569,232,10.196457609985497,1.0,6.123233995736766e-17,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.3874653891794488,0.7500549378103987,0.09273502395288534,11.075462576363558,
