,region,Year,Month number,Alcohol involvement,DV involvement,Total_population,Aboriginal,Non-Aboriginal,Male,Female,Pop_age_0,Pop_age_10,Pop_age_15,Pop_age_20,Pop_age_25,Pop_age_30,Pop_age_35,Pop_age_40,Pop_age_45,Pop_age_5,Pop_age_50,Pop_age_55,Pop_age_60,Pop_age_65,Pop_age_70,Pop_age_75,Pop_age_80,Pop_age_85plus,Cask Wine PAC,Bottled Wine PAC,Fortified Wine PAC,Cider PAC,Standard Spirits PAC,Mixed Spirits PAC,Full-Strength Beer PAC,Mid-Strength Beer PAC,Low-Strength Beer PAC,Total PAC,Number of offences,assault_rate,sin_month,cos_month,pct_aboriginal,pct_male,pct_youth,pct_senior,alcohol_per_capita,beer_per_capita,wine_per_capita,assault_rate_lag1,assault_rate_lag3
27,Big Rivers,2024,4,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,269,11.822616797784907,0.8660254037844387,-0.4999999999999998,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,1.000879004966378,0.1931173911132598,10.196457609985497,15.953940139761789
28,Big Rivers,2024,5,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,363,15.953940139761789,0.49999999999999994,-0.8660254037844387,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,1.000879004966378,0.1931173911132598,11.822616797784907,11.075462576363558
29,Big Rivers,2024,6,5,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,186,4170,38,1262,11768,5133,12138,10323,312,45331,363,15.953940139761789,1.2246467991473532e-16,-1.0,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.992308706544192,1.000879004966378,0.1931173911132598,15.953940139761789,10.196457609985497
30,Big Rivers,2024,7,6,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,314,13.800377972135543,-0.4999999999999997,-0.8660254037844388,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,1.1732079286247967,0.23240891311035908,15.953940139761789,11.822616797784907
31,Big Rivers,2024,8,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,358,15.734188898167277,-0.8660254037844385,-0.5000000000000004,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,1.1732079286247967,0.23240891311035908,13.800377972135543,15.953940139761789
32,Big Rivers,2024,9,4,4,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,248,4953,87,1376,12867,5934,14550,11840,304,52159,298,13.097173999033094,-1.0,-1.8369701987210297e-16,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,2.2924010020656618,1.1732079286247967,0.23240891311035908,15.734188898167277,15.953940139761789
33,Big Rivers,2024,10,6,6,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,316,13.888278468773349,-0.8660254037844386,0.5000000000000001,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,1.0134927262339033,0.1317628444600712,13.097173999033094,13.800377972135543
34,Big Rivers,2024,11,5,5,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,299,13.141124247351996,-0.5000000000000004,0.8660254037844384,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,1.0134927262339033,0.1317628444600712,13.888278468773349,15.734188898167277
35,Big Rivers,2024,12,5,3,22753,13068,9685,11648,11105,1626,1766,1641,2046,2117,2194,1800,1399,1201,1721,1356,1112,963,716,511,313,173,98,106,2816,76,1072,11825,4813,13080,9707,273,43769,340,14.94308442842702,-2.4492935982947064e-16,1.0,0.5743418450314244,0.5119324924185822,0.16204456555179536,0.07959389970553334,1.9236584186700656,1.0134927262339033,0.1317628444600712,13.141124247351996,13.097173999033094
36,Big Rivers,2025,1,5,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,317,13.76166702843499,0.49999999999999994,0.8660254037844387,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.7954851313219015,0.1051009333622748,14.94308442842702,13.888278468773349
37,Big Rivers,2025,2,4,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,246,10.679400911656176,0.8660254037844386,0.5000000000000001,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.7954851313219015,0.1051009333622748,13.76166702843499,13.141124247351996
38,Big Rivers,2025,3,6,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,105,2301,15,803,9279,3560,10313,7796,215,34386,326,14.152376817885827,1.0,6.123233995736766e-17,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,1.4927718688951594,0.7954851313219015,0.1051009333622748,10.679400911656176,14.94308442842702
39,Big Rivers,2025,4,4,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,407,17.668764922943346,0.8660254037844387,-0.4999999999999998,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.943954851313219,0.2736270892120686,14.152376817885827,13.76166702843499
40,Big Rivers,2025,5,6,5,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,317,13.76166702843499,0.49999999999999994,-0.8660254037844387,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.943954851313219,0.2736270892120686,17.668764922943346,10.679400911656176
41,Big Rivers,2025,6,4,4,23035,13218,9817,11844,11191,1628,1795,1685,2045,2114,2198,1860,1444,1225,1715,1331,1141,969,727,522,342,181,113,518,5706,79,1249,13302,4972,11233,10241,270,47570,322,13.978728022574343,1.2246467991473532e-16,-1.0,0.5738224441067941,0.5141740829172997,0.16192750162795747,0.08183199479053614,2.065118298241806,0.943954851313219,0.2736270892120686,13.76166702843499,14.152376817885827
