As At,Year,Month number,Offence category,Offence type ,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Katherine,,37
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Nhulunbuy,,6
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Alligator,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Anindilyakwa,8
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Barkly,3
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Daly,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,East Arnhem,12
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Gulf,2
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Petermann - Simpson,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Tanami,8
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Thamarrurr,8
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Tiwi Islands,4
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Victoria River,3
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Weddell,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,West Arnhem,12
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Unknown ,4
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Palmerston,,23
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Tennant Creek,,10
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Alice Springs,,33
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Darwin,,23
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Katherine,,7
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,East Arnhem,2
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Tanami,1
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,West Arnhem,3
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Palmerston,,6
2/02/2026,2024,1,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Tennant Creek,,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Alice Springs,,31
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Darwin,,29
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Katherine,,29
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Nhulunbuy,,4
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Anindilyakwa,3
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Barkly,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Daly,4
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,East Arnhem,21
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Elsey,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Gulf,8
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Howard Springs,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Petermann - Simpson,4
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Sandover - Plenty,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Tanami,8
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Thamarrurr,3
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Tiwi Islands,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Victoria River,3
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Virginia,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,West Arnhem,8
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,4
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Unknown ,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Palmerston,,6
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Tennant Creek,,7
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Alice Springs,,11
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Darwin,,6
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Katherine,,3
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,East Arnhem,2
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Gulf,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Tanami,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Thamarrurr,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Victoria River,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Virginia,1
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,West Arnhem,3
2/02/2026,2024,1,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Palmerston,,2
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,Alice Springs,,13
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,Darwin,,31
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,Katherine,,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Daly,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,East Arnhem,2
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Gulf,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Humpty Doo,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Tiwi Islands,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Victoria River,1
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Virginia,2
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,Palmerston,,6
2/02/2026,2024,1,07 Theft,071 Motor vehicle theft and related offences,-,-,Tennant Creek,,2
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Alice Springs,,130
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Darwin,,341
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Katherine,,41
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Nhulunbuy,,5
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Alligator,4
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Anindilyakwa,6
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Barkly,5
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Daly,5
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,East Arnhem,1
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Elsey,1
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Gulf,7
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Howard Springs,8
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Humpty Doo,4
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Petermann - Simpson,6
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Sandover - Plenty,3
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Tanami,3
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Thamarrurr,6
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Tiwi Islands,1
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Virginia,10
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Weddell,5
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,West Arnhem,8
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Yuendumu - Anmatjere,4
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,NT Balance,Unknown ,8
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Palmerston,,102
2/02/2026,2024,1,07 Theft,07* Other theft,-,-,Tennant Creek,,15
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Alice Springs,,269
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Darwin,,204
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Katherine,,68
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Nhulunbuy,,3
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Alligator,1
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Anindilyakwa,4
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Barkly,6
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Daly,4
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,East Arnhem,24
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Elsey,4
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Gulf,9
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Howard Springs,2
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Humpty Doo,3
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Petermann - Simpson,9
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Tanami,6
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Thamarrurr,8
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Tiwi Islands,5
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Virginia,4
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Weddell,5
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,West Arnhem,20
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,4
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,NT Balance,Unknown ,9
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Palmerston,,72
2/02/2026,2024,1,11 Property damage offences,11 Property damage offences,-,-,Tennant Creek,,27
2/02/2026,2024,2,01 Homicide,0132 Driving causing death,-,-,Alice Springs,,1
2/02/2026,2024,2,01 Homicide,0132 Driving causing death,-,-,NT Balance,Elsey,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Alice Springs,,20
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Darwin,,36
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Katherine,,7
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Nhulunbuy,,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Alligator,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Daly,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,East Arnhem,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Humpty Doo,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Sandover - Plenty,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,4
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Thamarrurr,8
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Victoria River,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Weddell,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,West Arnhem,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Palmerston,,13
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,No,Tennant Creek,,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,50
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Darwin,,39
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Katherine,,20
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Nhulunbuy,,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Alligator,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,7
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,13
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,5
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,16
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Howard Springs,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Humpty Doo,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,17
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,12
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,13
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,4
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Virginia,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,11
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,4
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Palmerston,,16
2/02/2026,2024,2,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,4
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,17
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Darwin,,33
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Katherine,,5
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Nhulunbuy,,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Elsey,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Petermann - Simpson,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Tiwi Islands,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,West Arnhem,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Palmerston,,5
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,53
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,36
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,29
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,5
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,3
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,4
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,5
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,1
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,22
2/02/2026,2024,2,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,18
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,2
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,2
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,Katherine,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Gulf,2
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Petermann - Simpson,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Tanami,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,No,No,Palmerston,,2
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,5
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Katherine,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Palmerston,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,No,Tennant Creek,,3
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,2
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Palmerston,,1
2/02/2026,2024,2,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,Alice Springs,,13
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,Darwin,,37
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,Katherine,,3
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Anindilyakwa,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Humpty Doo,4
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Thamarrurr,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Virginia,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,Palmerston,,12
2/02/2026,2024,2,02 Assault,023 Common Assault,No,No,Tennant Creek,,3
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,Alice Springs,,9
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,Darwin,,3
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,Katherine,,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Anindilyakwa,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Gulf,4
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Petermann - Simpson,3
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Sandover - Plenty,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Tanami,3
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Tiwi Islands,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Victoria River,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,West Arnhem,1
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,Palmerston,,2
2/02/2026,2024,2,02 Assault,023 Common Assault,No,Yes,Tennant Creek,,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,Alice Springs,,6
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,Darwin,,8
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,Katherine,,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,Nhulunbuy,,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,NT Balance,Gulf,2
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,NT Balance,Weddell,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,NT Balance,West Arnhem,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,No,Palmerston,,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,8
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,Darwin,,4
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,Katherine,,7
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,NT Balance,East Arnhem,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Humpty Doo,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Tanami,1
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,6
2/02/2026,2024,2,02 Assault,023 Common Assault,Yes,Yes,Tennant Creek,,4
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,Alice Springs,,4
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,Darwin,,6
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,Nhulunbuy,,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,East Arnhem,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Elsey,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Howard Springs,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Petermann - Simpson,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Weddell,1
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Unknown ,2
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,Palmerston,,4
2/02/2026,2024,2,03 Sexual offences,031 Sexual assault of an adult,-,-,Tennant Creek,,1
2/02/2026,2024,2,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Alligator,1
2/02/2026,2024,2,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,East Arnhem,1
2/02/2026,2024,2,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Elsey,1
2/02/2026,2024,2,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Weddell,1
