As At,Year,Month number,Offence category,Offence type ,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences
2/02/2026,2023,12,01 Homicide,0132 Driving causing death,-,-,Darwin,,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Alice Springs,,28
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Darwin,,46
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Katherine,,14
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Nhulunbuy,,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,East Arnhem,5
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Elsey,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Gulf,7
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,3
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Humpty Doo,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Petermann - Simpson,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Thamarrurr,4
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Virginia,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Palmerston,,16
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,No,Tennant Creek,,5
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,60
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,Darwin,,23
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,Katherine,,22
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Alligator,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Barkly,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,17
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,9
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,3
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,11
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,10
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,3
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,8
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Weddell,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,13
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,13
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,Palmerston,,12
2/02/2026,2023,12,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,4
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,19
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Darwin,,47
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Katherine,,10
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Nhulunbuy,,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Daly,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,East Arnhem,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Petermann - Simpson,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Sandover - Plenty,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Thamarrurr,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Victoria River,3
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,NT Balance,Unknown ,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Palmerston,,7
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,7
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,45
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,44
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,29
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,4
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Anindilyakwa,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Daly,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,4
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,9
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,9
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Humpty Doo,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,4
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,3
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,6
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,9
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,5
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Weddell,2
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,9
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,7
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,30
2/02/2026,2023,12,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,15
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,2
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Virginia,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,No,Palmerston,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,Yes,Alice Springs,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,Yes,Darwin,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Gulf,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Tanami,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,4
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,4
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,No,Katherine,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Daly,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,2
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1
2/02/2026,2023,12,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,2
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Alice Springs,,14
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Darwin,,25
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Katherine,,5
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Nhulunbuy,,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Barkly,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,East Arnhem,5
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Elsey,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,6
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Petermann - Simpson,2
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Thamarrurr,3
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,NT Balance,Unknown ,3
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Palmerston,,8
2/02/2026,2023,12,02 Assault,023 Common Assault,No,No,Tennant Creek,,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,Alice Springs,,8
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,Darwin,,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Barkly,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,3
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Howard Springs,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Humpty Doo,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Petermann - Simpson,3
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Tanami,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Thamarrurr,4
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,Palmerston,,7
2/02/2026,2023,12,02 Assault,023 Common Assault,No,Yes,Tennant Creek,,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,Alice Springs,,9
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,Darwin,,15
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,Katherine,,5
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,NT Balance,Weddell,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,NT Balance,West Arnhem,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,Palmerston,,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,No,Tennant Creek,,3
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,12
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,Darwin,,6
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,Katherine,,7
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Alligator,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Petermann - Simpson,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Sandover - Plenty,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Thamarrurr,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,West Arnhem,1
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Unknown ,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,2
2/02/2026,2023,12,02 Assault,023 Common Assault,Yes,Yes,Tennant Creek,,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,Alice Springs,,8
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,Darwin,,19
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,Nhulunbuy,,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Alligator,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,East Arnhem,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Gulf,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Howard Springs,2
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Victoria River,2
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,West Arnhem,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,NT Balance,Unknown ,1
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,Palmerston,,4
2/02/2026,2023,12,03 Sexual offences,031 Sexual assault of an adult,-,-,Tennant Creek,,1
2/02/2026,2023,12,03 Sexual offences,032 Sexual assault of a child,-,-,Katherine,,1
2/02/2026,2023,12,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Barkly,1
2/02/2026,2023,12,03 Sexual offences,032 Sexual assault of a child,-,-,NT Balance,Tanami,1
2/02/2026,2023,12,03 Sexual offences,032 Sexual assault of a child,-,-,Palmerston,,1
2/02/2026,2023,12,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,Darwin,,1
2/02/2026,2023,12,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,Katherine,,2
2/02/2026,2023,12,03 Sexual offences,"033, 034 Other child-related sexual offences",-,-,Palmerston,,4
2/02/2026,2023,12,03 Sexual offences,"035, 039 Other sexual offences",-,-,Darwin,,3
2/02/2026,2023,12,03 Sexual offences,"035, 039 Other sexual offences",-,-,NT Balance,Unknown ,1
2/02/2026,2023,12,03 Sexual offences,"035, 039 Other sexual offences",-,-,Palmerston,,1
2/02/2026,2023,12,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",-,-,Darwin,,1
2/02/2026,2023,12,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",-,-,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Alice Springs,,7
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Darwin,,12
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Katherine,,6
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Nhulunbuy,,2
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Barkly,2
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Howard Springs,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Humpty Doo,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Petermann - Simpson,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Sandover - Plenty,4
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Tanami,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Thamarrurr,3
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Victoria River,2
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,NT Balance,Unknown ,1
2/02/2026,2023,12,04 Harm or endanger persons,"044 Acts that threaten, harass or control",-,-,Palmerston,,5
2/02/2026,2023,12,04 Harm or endanger persons,045 Driving causing serious injury,-,-,Alice Springs,,1
2/02/2026,2023,12,04 Harm or endanger persons,045 Driving causing serious injury,-,-,Katherine,,1
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Alice Springs,,6
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Darwin,,4
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Katherine,,1
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,NT Balance,Thamarrurr,2
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,NT Balance,Weddell,3
2/02/2026,2023,12,04 Harm or endanger persons,049 Other acts that harm or endanger persons,-,-,Palmerston,,2
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,Alice Springs,,3
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,Darwin,,16
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,Katherine,,4
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,NT Balance,Anindilyakwa,1
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,NT Balance,Yuendumu - Anmatjere,1
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,NT Balance,Unknown ,1
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,Palmerston,,6
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",051 Robbery,-,-,Tennant Creek,,4
2/02/2026,2023,12,"05 Robbery, blackmail, and extortion",052 Blackmail or other extortion,-,-,Nhulunbuy,,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Alice Springs,,115
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Darwin,,34
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Katherine,,19
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Nhulunbuy,,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Anindilyakwa,7
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Barkly,3
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,East Arnhem,6
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Howard Springs,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Humpty Doo,2
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Tanami,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Thamarrurr,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Tiwi Islands,2
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Victoria River,6
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Weddell,3
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,West Arnhem,5
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,NT Balance,Unknown ,4
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Palmerston,,15
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dwelling (house break-ins), actual",-,-,Tennant Creek,,39
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Alice Springs,,20
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Darwin,,4
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Katherine,,2
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Anindilyakwa,2
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,East Arnhem,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,NT Balance,Unknown ,3
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Palmerston,,6
2/02/2026,2023,12,061 Burglary - dwelling,"061 Burglary - dweling (house break-ins), attempted",-,-,Tennant Creek,,5
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Alice Springs,,52
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Darwin,,22
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Katherine,,13
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Nhulunbuy,,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Alligator,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Barkly,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Daly,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,East Arnhem,8
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Gulf,5
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Howard Springs,3
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Petermann - Simpson,2
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Sandover - Plenty,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Tanami,3
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Thamarrurr,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Victoria River,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Virginia,3
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Weddell,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,West Arnhem,6
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Yuendumu - Anmatjere,2
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,NT Balance,Unknown ,2
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Palmerston,,9
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), actual",-,-,Tennant Creek,,20
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Alice Springs,,6
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Darwin,,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Katherine,,4
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Gulf,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Howard Springs,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Tiwi Islands,2
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,NT Balance,Victoria River,1
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Palmerston,,3
2/02/2026,2023,12,062 Burglary - non-residential,"062 Burglary - non-residential (commercial break-ins), attempted",-,-,Tennant Creek,,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,Alice Springs,,19
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,Darwin,,15
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,Katherine,,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,Nhulunbuy,,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Alligator,1
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Howard Springs,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Humpty Doo,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Sandover - Plenty,1
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Thamarrurr,2
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Tiwi Islands,1
2/02/2026,2023,12,07 Theft,071 Motor vehicle theft and related offences,-,-,NT Balance,Victoria River,1
